# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDurationMaxMs,1781258414090000000,1781258426810000000,0.0
Indexing.cache.totalCacheEvicted,1781258414090000000,1781258426810000000,0
Indexes.stubs.lookupDurationMaxMs,1781258414090000000,1781258426810000000,0.0
Indexing.cache.totalCacheMisses,1781258414090000000,1781258426810000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1781258414090000000,1781258426810000000,0
Indexes.stubs.lookupDurationAvgMs,1781258414090000000,1781258426810000000,0.0
Indexes.entries.lookups,1781258414090000000,1781258426810000000,1
Indexes.entries.lookupDuration90PMs,1781258414090000000,1781258426810000000,0.0
Indexing.cache.totalCacheAccesses,1781258414090000000,1781258426810000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1781258414090000000,1781258426810000000,0
Indexes.allKeys.lookupDurationMaxMs,1781258414090000000,1781258426810000000,0.0
Indexes.allKeys.lookupDuration90PMs,1781258414090000000,1781258426810000000,0.0
Indexing.writesQueuedMin,1781258414090000000,1781258426810000000,9223372036854775807
FilePageCache.maxCacheSizeInBytes,1781258414090000000,1781258426810000000,399507456
FilePageCache.disposedBuffers,1781258414090000000,1781258426810000000,384
FilePageCache.pageLoads,1781258414090000000,1781258426810000000,384
FilePageCache.pageHits,1781258414090000000,1781258426810000000,0
FilePageCache.totalPageLoadsUs,1781258414090000000,1781258426810000000,306244
FilePageCache.totalPageDisposalsUs,1781258414090000000,1781258426810000000,1910
FilePageCache.capacityInBytes,1781258414090000000,1781258426810000000,629145600
DirectByteBufferAllocator.hits,1781258414090000000,1781258426810000000,3
StorageLockContext.competingThreads.avg,1781258414090000000,1781258426810000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781258414090000000,1781258426810000000,41943040
FilePageCache.pageLoadsAboveSizeThreshold,1781258414090000000,1781258426810000000,0
FilePageCache.maxRegisteredFiles,1781258414090000000,1781258426810000000,1056
FilePageCache.uncachedFileAccess,1781258414090000000,1781258426810000000,228
StorageLockContext.competingThreads.90P,1781258414090000000,1781258426810000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1781258414090000000,1781258426810000000,0
DirectByteBufferAllocator.misses,1781258414090000000,1781258426810000000,381
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781258414090000000,1781258426810000000,41943040
StorageLockContext.competingThreads.max,1781258414090000000,1781258426810000000,0
DirectByteBufferAllocator.disposed,1781258414090000000,1781258426810000000,341
FilePageCache.pageFastCacheHits,1781258414090000000,1781258426810000000,7638
DirectByteBufferAllocator.reclaimed,1781258414090000000,1781258426810000000,43
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781258414090000000,1781258426810000000,0
jps.global.handle.before.change.events.ms,1781258414090000000,1781258426810000000,0
workspaceModel.global.updates.ms,1781258414090000000,1781258426810000000,6
workspaceModel.moduleManagerBridge.load.module.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1781258414090000000,1781258426810000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781258414090000000,1781258426810000000,4
workspaceModel.mutableEntityStorage.entities.ms,1781258414090000000,1781258426810000000,0
jps.global.get.library.ms,1781258414090000000,1781258426810000000,0
jps.app.storage.content.writer.save.component.ms,1781258414090000000,1781258426810000000,29
workspaceModel.mutableEntityStorage.instances.count,1781258414090000000,1781258426810000000,6
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781258414090000000,1781258426810000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781258414090000000,1781258426810000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781258414090000000,1781258426810000000,0
jps.app.storage.content.reader.load.component.ms,1781258414090000000,1781258426810000000,2
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781258414090000000,1781258426810000000,5
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1781258414090000000,1781258426810000000,0
workspaceModel.sync.entities.ms,1781258414090000000,1781258426810000000,0
workspaceModel.load.cache.from.file.ms,1781258414090000000,1781258426810000000,65
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781258414090000000,1781258426810000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1781258414090000000,1781258426810000000,2
jps.global.initialize.library.bridges.after.loading.ms,1781258414090000000,1781258426810000000,1
jps.load.initial.state.ms,1781258414090000000,1781258426810000000,12
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781258414090000000,1781258426810000000,0
jps.save.global.entities.ms,1781258414090000000,1781258426810000000,39
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781258414090000000,1781258426810000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781258414090000000,1781258426810000000,0
jps.global.get.library.by.name.ms,1781258414090000000,1781258426810000000,0
workspaceModel.do.save.caches.ms,1781258414090000000,1781258426810000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781258414090000000,1781258426810000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781258414090000000,1781258426810000000,0
jps.library.entities.serializer.save.entities.ms,1781258414090000000,1781258426810000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781258414090000000,1781258426810000000,0
workspaceModel.save.cache.to.file.ms,1781258414090000000,1781258426810000000,15
workspaceModel.mutableEntityStorage.remove.entity.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781258414090000000,1781258426810000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781258414090000000,1781258426810000000,0
workspaceModel.global.updates.count,1781258414090000000,1781258426810000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1781258414090000000,1781258426810000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781258414090000000,1781258426810000000,3
jps.library.entities.serializer.load.entities.ms,1781258414090000000,1781258426810000000,0
jps.global.handle.changed.events.ms,1781258414090000000,1781258426810000000,0
workspaceModel.global.apply.state.to.project.ms,1781258414090000000,1781258426810000000,0
jps.global.get.libraries.ms,1781258414090000000,1781258426810000000,0
jps.global.initialize.library.bridges.ms,1781258414090000000,1781258426810000000,0
